date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:49:01	9237/9237	U--M-Z	200	updated ('OK')	text/css	etag:%222415-5bb6639517d33-gzip%22	http://localhost/wordpress/wp-content/uploads/elementor/css/global.css?ver=1613422606	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/elementor/css/global52df.css	(from http://localhost/wordpress/)
11:49:01	37002/37002	U--M-Z	200	updated ('OK')	text/css	etag:%22908a-5b3d8e79283c0-gzip%22	http://localhost/wordpress/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=5.6.1	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/plugins/ocean-extra/assets/css/widgetsd96d.css	(from http://localhost/wordpress/)
11:49:02	675/675	U--M-Z	200	updated ('OK')	text/css	etag:%222a3-5ba45760370c0-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.1	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min9e0b.css	(from http://localhost/wordpress/)
11:49:02	57912/57912	U--M-Z	200	updated ('OK')	text/css	etag:%22e238-5ba45760370c0-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.1	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min9e0b.css	(from http://localhost/wordpress/)
11:49:02	669/669	U--M-Z	200	updated ('OK')	text/css	etag:%2229d-5ba45760370c0-gzip%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.1	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min9e0b.css	(from http://localhost/wordpress/)
11:49:02	89496/89496	U--M-Z	200	updated ('OK')	application/javascript	etag:%2215d98-5b11746475f40-gzip%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-includes/js/jquery/jquery.min9d52.js	(from http://localhost/wordpress/)
11:49:03	11224/11224	U--M-Z	200	updated ('OK')	application/javascript	etag:%222bd8-5b472638cda40-gzip%22	http://localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://localhost/wordpress/)
11:49:03	1045/1045	U-----	200	untouched ('')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/wordpress/wp-includes/wlwmanifest.xml	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-includes/wlwmanifest.xml	(from http://localhost/wordpress/)
11:49:03	822/822	U--M-Z	200	updated ('OK')	text/xml	date:Tue,%2016%20Feb%202021%2010:49:02%20GMT	http://localhost/wordpress/xmlrpc.php?rsd	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/xmlrpc0db0.php	(from http://localhost/wordpress/)
11:49:03	47647/47647	U--MC-	200	updated ('OK')	application/json	date:Tue,%2016%20Feb%202021%2010:49:02%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/72	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-json/wp/v2/pages/72.json	(from http://localhost/wordpress/)
11:49:04	126908/126908	U-----	200	untouched ('')	image/png	etag:%221efbc-5bb66dfe98e7b%22	http://localhost/wordpress/wp-content/uploads/2021/02/logo_pain2d_software.png	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/02/logo_pain2d_software.png	(from http://localhost/wordpress/)
11:49:04	2212/2212	U-----	200	untouched ('')	application/json	date:Tue,%2016%20Feb%202021%2001:07:56%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-json/oembed/1.0/embed68f4.json	(from http://localhost/wordpress/)
11:49:04	2302/2302	U--M-Z	200	updated ('OK')	text/xml	date:Tue,%2016%20Feb%202021%2010:49:04%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F&format=xml	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-json/oembed/1.0/embedd248	(from http://localhost/wordpress/)
11:49:04	104562/104562	U--MC-	200	updated ('OK')	application/json	date:Tue,%2016%20Feb%202021%2010:49:02%20GMT	http://localhost/wordpress/wp-json/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-json/index.html	(from http://localhost/wordpress/)
11:49:05	95498/95498	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2016%20Feb%202021%2010:49:04%20GMT	http://localhost/wordpress/team/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/team/index.html	(from http://localhost/wordpress/)
11:49:05	56785/56785	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2016%20Feb%202021%2010:49:04%20GMT	http://localhost/wordpress/research/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/research/index.html	(from http://localhost/wordpress/)
11:49:06	57660/57660	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2016%20Feb%202021%2010:49:04%20GMT	http://localhost/wordpress/tutorial/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/tutorial/index.html	(from http://localhost/wordpress/)
11:49:06	116862/116862	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2016%20Feb%202021%2010:49:05%20GMT	http://localhost/wordpress/member1/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/member1/index.html	(from http://localhost/wordpress/)
11:49:08	78992/78992	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2016%20Feb%202021%2010:49:05%20GMT	http://localhost/wordpress/pain2d-designer-tutorial/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/pain2d-designer-tutorial/index.html	(from http://localhost/wordpress/)
11:49:08	80477/80477	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2016%20Feb%202021%2010:49:06%20GMT	http://localhost/wordpress/download/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/download/index.html	(from http://localhost/wordpress/)
11:49:08	96886/96886	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2016%20Feb%202021%2010:49:05%20GMT	http://localhost/wordpress/pain2d-tool-tutorial/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/pain2d-tool-tutorial/index.html	(from http://localhost/wordpress/)
11:49:08	80412/80412	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2016%20Feb%202021%2010:49:06%20GMT	http://localhost/wordpress/pain2d-tablet-tutorial/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/pain2d-tablet-tutorial/index.html	(from http://localhost/wordpress/)
11:49:09	196417/196417	U-----	200	untouched ('')	image/jpeg	etag:%222ff41-5b81aef3d8480%22	http://localhost/wordpress/wp-content/uploads/2021/01/%e7%a8%bf%e5%ae%9a%e8%ae%be%e8%ae%a1-1-1-scaled.jpg	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/01/%e7%a8%bf%e5%ae%9a%e8%ae%be%e8%ae%a1-1-1-scaled.jpg	(from http://localhost/wordpress/)
11:49:09	151152/151152	U-----	200	untouched ('')	image/png	etag:%2224e70-5bae535c60400%22	http://localhost/wordpress/wp-content/uploads/2021/02/Bildschirmfoto-von-2021-02-01-14-02-41.png	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/02/Bildschirmfoto-von-2021-02-01-14-02-41.png	(from http://localhost/wordpress/)
11:49:09	342622/342622	U-----	200	untouched ('')	image/jpeg	etag:%2253a5e-5bae529bbbd80%22	http://localhost/wordpress/wp-content/uploads/2021/01/freestock_1361415764-scaled-e1612868294561.jpg	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/01/freestock_1361415764-scaled-e1612868294561.jpg	(from http://localhost/wordpress/)
11:49:09	235272/235272	U-----	200	untouched ('')	image/jpeg	etag:%2239708-5bae52d7d0b40%22	http://localhost/wordpress/wp-content/uploads/2021/01/freestock_603607250-scaled-e1612868357365.jpg	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/01/freestock_603607250-scaled-e1612868357365.jpg	(from http://localhost/wordpress/)
11:49:09	495783/495783	U-----	200	untouched ('')	image/jpeg	etag:%22790a7-5bae530968040%22	http://localhost/wordpress/wp-content/uploads/2021/01/freestock_1450321934-scaled-e1612868409237.jpg	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/01/freestock_1450321934-scaled-e1612868409237.jpg	(from http://localhost/wordpress/)
11:49:09	196442/196442	U-----	200	untouched ('')	image/png	etag:%222ff5a-5b9a829979ec0%22	http://localhost/wordpress/wp-content/uploads/2021/01/3BIYLT5EO59DEB3W8TEP.png	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/01/3BIYLT5EO59DEB3W8TEP.png	(from http://localhost/wordpress/)
11:49:10	485722/485722	U-----	200	untouched ('')	image/jpeg	etag:%227695a-5b95a52267300%22	http://localhost/wordpress/wp-content/uploads/2021/01/freestock_1354524521-1-scaled.jpg	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/01/freestock_1354524521-1-scaled.jpg	(from http://localhost/wordpress/)
11:49:10	86340/86340	U-----	200	untouched ('')	image/jpeg	etag:%2215144-5bb69acd75b9c%22	http://localhost/wordpress/wp-content/uploads/2021/02/SGCJSE5LL321EAGM.jpg	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/02/SGCJSE5LL321EAGM.jpg	(from http://localhost/wordpress/)
11:49:10	417402/417402	U-----	200	untouched ('')	image/jpeg	etag:%2265e7a-5b85067356400%22	http://localhost/wordpress/wp-content/uploads/2021/01/national-cancer-institute-DK-4VWK1tw-unsplash-scaled.jpg	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/01/national-cancer-institute-DK-4VWK1tw-unsplash-scaled.jpg	(from http://localhost/wordpress/)
11:49:11	8583/8583	U-----	200	untouched ('')	image/png	etag:%222187-5b6bb96eff0c0%22	http://localhost/wordpress/wp-content/uploads/2020/12/tablet-gross.png	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2020/12/tablet-gross.png	(from http://localhost/wordpress/)
11:49:11	8667/8667	U-----	200	untouched ('')	image/png	etag:%2221db-5b6bb9249c140%22	http://localhost/wordpress/wp-content/uploads/2020/12/tool-gross.png	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2020/12/tool-gross.png	(from http://localhost/wordpress/)
11:49:11	7078/7078	U-----	200	untouched ('')	image/png	etag:%221ba6-5b6bb8d944f80%22	http://localhost/wordpress/wp-content/uploads/2020/12/designer-gross.png	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2020/12/designer-gross.png	(from http://localhost/wordpress/)
11:49:11	46001/46001	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2016%20Feb%202021%2010:49:10%20GMT	http://localhost/wordpress/pain2d-tablet/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/pain2d-tablet/index.html	(from http://localhost/wordpress/)
11:49:11	45992/45992	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2016%20Feb%202021%2010:49:10%20GMT	http://localhost/wordpress/pain2d-tool/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/pain2d-tool/index.html	(from http://localhost/wordpress/)
11:49:11	10291/10291	U-----	200	untouched ('')	image/png	etag:%222833-5ba07e2bb0cc0%22	http://localhost/wordpress/wp-content/uploads/2021/01/Ostfalia.svg.png	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/01/Ostfalia.svg.png	(from http://localhost/wordpress/)
11:49:11	5420/5420	U-----	200	untouched ('')	image/png	etag:%22152c-5ba07fb58ee00%22	http://localhost/wordpress/wp-content/uploads/2021/01/4704743-1.png	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/01/4704743-1.png	(from http://localhost/wordpress/)
11:49:11	47188/47188	U--M-Z	200	updated ('OK')	text/html	date:Tue,%2016%20Feb%202021%2010:49:11%20GMT	http://localhost/wordpress/pain2d-designer/	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/pain2d-designer/index.html	(from http://localhost/wordpress/)
11:49:12	7878/7878	U-----	200	untouched ('')	image/png	etag:%221ec6-5ba0767689d80%22	http://localhost/wordpress/wp-content/uploads/2021/01/zseb-logo-grau.png	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/01/zseb-logo-grau.png	(from http://localhost/wordpress/)
11:49:12	199081/199081	U-----	200	untouched ('')	image/png	etag:%22309a9-5b8e1ba0b2c00%22	http://localhost/wordpress/wp-content/uploads/2021/01/logo_pain2d_software_dark.png	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/uploads/2021/01/logo_pain2d_software_dark.png	(from http://localhost/wordpress/)
11:49:12	14280/14280	U--M-Z	200	updated ('OK')	application/javascript	etag:%2237c8-5b3d9005e2bc0-gzip%22	http://localhost/wordpress/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.3	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/plugins/contact-form-7/includes/js/scriptsde54.js	(from http://localhost/wordpress/)
11:49:13	13797/13797	U--M-Z	200	updated ('OK')	application/javascript	etag:%2235e5-5b6818b8f1600-gzip%22	http://localhost/wordpress/wp-content/plugins/google-language-translator/js/scripts.js?ver=6.0.8	C:/Users/asus/Desktop/ostfalia-thesis-master%20(1)/ostfalia-thesis-master/tly.github.io/pain2d/localhost/wordpress/wp-content/plugins/google-language-translator/js/scriptsd42d.js	(from http://localhost/wordpress/)
